plate_id,well_id,cell_line,compound,dose_uM,time_h,raw_signal,is_control,date,incubator_id,liquid_handler_id,viability_norm
HepG2_P2,A11,HepG2,DMSO,0.0,24,9305.211624816613,1,2025-11-02,inc1,manual,0.9285664259629989
HepG2_P2,A12,HepG2,DMSO,0.0,24,9873.953926565795,1,2025-11-02,inc1,manual,0.98532118101024
HepG2_P2,B09,HepG2,DMSO,0.0,24,9798.603207598047,1,2025-11-02,inc1,manual,0.9778019379637927
HepG2_P2,B10,HepG2,DMSO,0.0,24,9714.350610622774,1,2025-11-02,inc1,manual,0.9693943771252209
HepG2_P2,B11,HepG2,DMSO,0.0,24,9896.218409131105,1,2025-11-02,inc1,manual,0.9875429521891402
HepG2_P2,B12,HepG2,DMSO,0.0,24,10781.260190361643,1,2025-11-02,inc1,manual,1.0758612104685552
HepG2_P2,C09,HepG2,DMSO,0.0,24,9600.873976897825,1,2025-11-02,inc1,manual,0.9580705516759136
HepG2_P2,C10,HepG2,DMSO,0.0,24,10517.928712040188,1,2025-11-02,inc1,manual,1.0495833804172343
HepG2_P2,C11,HepG2,DMSO,0.0,24,9192.354648936544,1,2025-11-02,inc1,manual,0.9173044361272746
HepG2_P2,C12,HepG2,DMSO,0.0,24,9866.34701975156,1,2025-11-02,inc1,manual,0.9845620883041387
HepG2_P2,D09,HepG2,DMSO,0.0,24,10115.166067296948,1,2025-11-02,inc1,manual,1.0093917238897014
HepG2_P2,D10,HepG2,DMSO,0.0,24,10326.900700424085,1,2025-11-02,inc1,manual,1.0305207083193626
HepG2_P2,D11,HepG2,DMSO,0.0,24,10389.402824640874,1,2025-11-02,inc1,manual,1.0367577909821895
HepG2_P2,D12,HepG2,DMSO,0.0,24,10430.46315234441,1,2025-11-02,inc1,manual,1.040855198250484
HepG2_P2,A01,HepG2,staurosporine,0.0,24,9859.426998620227,0,2025-11-02,inc1,manual,0.9838715398729377
HepG2_P2,B01,HepG2,staurosporine,0.0,24,9802.613638412162,0,2025-11-02,inc1,manual,0.9782021385780058
HepG2_P2,A02,HepG2,staurosporine,0.001,24,10371.839153568242,0,2025-11-02,inc1,manual,1.0350051134577785
HepG2_P2,B02,HepG2,staurosporine,0.001,24,9847.199050498857,0,2025-11-02,inc1,manual,0.9826513137736581
HepG2_P2,A03,HepG2,staurosporine,0.01,24,8125.629080246608,0,2025-11-02,inc1,manual,0.8108559652338163
HepG2_P2,B03,HepG2,staurosporine,0.01,24,8196.828634913829,0,2025-11-02,inc1,manual,0.8179609638811525
HepG2_P2,A04,HepG2,staurosporine,0.1,24,2583.216644056955,0,2025-11-02,inc1,manual,0.2577790106635401
HepG2_P2,B04,HepG2,staurosporine,0.1,24,3291.523159084643,0,2025-11-02,inc1,manual,0.3284608689236449
HepG2_P2,A05,HepG2,staurosporine,0.3,24,1117.9459911035065,0,2025-11-02,inc1,manual,0.11155975331180114
HepG2_P2,B05,HepG2,staurosporine,0.3,24,1391.975800102108,0,2025-11-02,inc1,manual,0.13890516904318914
HepG2_P2,A06,HepG2,staurosporine,1.0,24,54.57589941549711,0,2025-11-02,inc1,manual,0.005446125236830713
HepG2_P2,B06,HepG2,staurosporine,1.0,24,347.4720681221214,0,2025-11-02,inc1,manual,0.03467421370166729
HepG2_P2,A07,HepG2,staurosporine,3.0,24,385.99393576217415,0,2025-11-02,inc1,manual,0.0385183082153854
HepG2_P2,B07,HepG2,staurosporine,3.0,24,-81.4745310816134,0,2025-11-02,inc1,manual,0.0
HepG2_P2,A08,HepG2,staurosporine,10.0,24,245.74471500762814,0,2025-11-02,inc1,manual,0.024522848153754502
HepG2_P2,B08,HepG2,staurosporine,10.0,24,-313.60587430440324,0,2025-11-02,inc1,manual,0.0
HepG2_P2,D01,HepG2,tunicamycin,0.0,24,9852.26261146191,0,2025-11-02,inc1,manual,0.9831566061727658
HepG2_P2,E01,HepG2,tunicamycin,0.0,24,9842.920587745282,0,2025-11-02,inc1,manual,0.982224366270701
HepG2_P2,D02,HepG2,tunicamycin,0.001,24,9423.343133254863,0,2025-11-02,inc1,manual,0.9403547610387512
HepG2_P2,E02,HepG2,tunicamycin,0.001,24,10264.749196442175,0,2025-11-02,inc1,manual,1.0243186140255809
HepG2_P2,D03,HepG2,tunicamycin,0.01,24,9675.214419769696,0,2025-11-02,inc1,manual,0.9654889793404645
HepG2_P2,E03,HepG2,tunicamycin,0.01,24,9916.162649234902,0,2025-11-02,inc1,manual,0.9895331865329074
HepG2_P2,D04,HepG2,tunicamycin,0.1,24,9159.297360336905,0,2025-11-02,inc1,manual,0.914005651578933
HepG2_P2,E04,HepG2,tunicamycin,0.1,24,9142.189618898923,0,2025-11-02,inc1,manual,0.9122984712413037
HepG2_P2,D05,HepG2,tunicamycin,0.3,24,7629.994034300536,0,2025-11-02,inc1,manual,0.7613965781986267
HepG2_P2,E05,HepG2,tunicamycin,0.3,24,7248.058737559432,0,2025-11-02,inc1,manual,0.7232832812911
HepG2_P2,D06,HepG2,tunicamycin,1.0,24,4247.812859419899,0,2025-11-02,inc1,manual,0.42388895213427646
HepG2_P2,E06,HepG2,tunicamycin,1.0,24,4419.602909988776,0,2025-11-02,inc1,manual,0.44103186942670175
HepG2_P2,D07,HepG2,tunicamycin,3.0,24,1268.7095271777105,0,2025-11-02,inc1,manual,0.12660443617367279
HepG2_P2,E07,HepG2,tunicamycin,3.0,24,1388.8205079451818,0,2025-11-02,inc1,manual,0.13859030265657069
HepG2_P2,D08,HepG2,tunicamycin,10.0,24,81.89386306312814,0,2025-11-02,inc1,manual,0.00817218294423592
HepG2_P2,E08,HepG2,tunicamycin,10.0,24,244.62025543958845,0,2025-11-02,inc1,manual,0.02441063841104969
U2OS_P1,A09,U2OS,DMSO,0.0,24,9747.147585681689,1,2025-11-01,inc1,manual,0.9681128815795077
U2OS_P1,A10,U2OS,DMSO,0.0,24,10010.805836342022,1,2025-11-01,inc1,manual,0.9943001272896214
U2OS_P1,A11,U2OS,DMSO,0.0,24,10849.501262254751,1,2025-11-01,inc1,manual,1.077601609944984
U2OS_P1,A12,U2OS,DMSO,0.0,24,10021.755127831004,1,2025-11-01,inc1,manual,0.9953876403329474
U2OS_P1,B09,U2OS,DMSO,0.0,24,10568.644897595263,1,2025-11-01,inc1,manual,1.049706201353874
U2OS_P1,B10,U2OS,DMSO,0.0,24,9733.07827335678,1,2025-11-01,inc1,manual,0.9667154796855713
U2OS_P1,B11,U2OS,DMSO,0.0,24,10097.168334427904,1,2025-11-01,inc1,manual,1.002877882591608
U2OS_P1,B12,U2OS,DMSO,0.0,24,9724.876085906428,1,2025-11-01,inc1,manual,0.9659008163947967
U2OS_P1,C09,U2OS,DMSO,0.0,24,10030.370575411438,1,2025-11-01,inc1,manual,0.9962433497299655
U2OS_P1,C10,U2OS,DMSO,0.0,24,10620.041182090416,1,2025-11-01,inc1,manual,1.0548110183936996
U2OS_P1,C11,U2OS,DMSO,0.0,24,9336.226901765544,1,2025-11-01,inc1,manual,0.9272991354132892
U2OS_P1,C12,U2OS,DMSO,0.0,24,10417.098935134647,1,2025-11-01,inc1,manual,1.0346542492704764
U2OS_P1,D09,U2OS,DMSO,0.0,24,10318.754914527857,1,2025-11-01,inc1,manual,1.0248864569662322
U2OS_P1,D10,U2OS,DMSO,0.0,24,9902.81213551332,1,2025-11-01,inc1,manual,0.98357390282419
U2OS_P1,D11,U2OS,DMSO,0.0,24,9476.858186167492,1,2025-11-01,inc1,manual,0.9412670123522405
U2OS_P1,D12,U2OS,DMSO,0.0,24,10235.951867218653,1,2025-11-01,inc1,manual,1.0166622358769943
U2OS_P1,A01,U2OS,staurosporine,0.0,24,9935.140758829817,0,2025-11-01,inc1,manual,0.9867848685350619
U2OS_P1,B01,U2OS,staurosporine,0.0,24,10316.22521903907,0,2025-11-01,inc1,manual,1.024635200814867
U2OS_P1,A02,U2OS,staurosporine,0.001,24,10193.168763591182,0,2025-11-01,inc1,manual,1.0124129030981874
U2OS_P1,B02,U2OS,staurosporine,0.001,24,10983.13213648992,0,2025-11-01,inc1,manual,1.090874187341251
U2OS_P1,A03,U2OS,staurosporine,0.01,24,9807.567304850021,0,2025-11-01,inc1,manual,0.9741139303903622
U2OS_P1,B03,U2OS,staurosporine,0.01,24,9415.4963722756,0,2025-11-01,inc1,manual,0.935172392162731
U2OS_P1,A04,U2OS,staurosporine,0.1,24,7196.209806685445,0,2025-11-01,inc1,manual,0.7147468888882863
U2OS_P1,B04,U2OS,staurosporine,0.1,24,7216.57033119317,0,2025-11-01,inc1,manual,0.7167691508760498
U2OS_P1,A05,U2OS,staurosporine,0.3,24,4562.738943484724,0,2025-11-01,inc1,manual,0.45318348856857943
U2OS_P1,B05,U2OS,staurosporine,0.3,24,4300.700778821794,0,2025-11-01,inc1,manual,0.42715715415169964
U2OS_P1,A06,U2OS,staurosporine,1.0,24,1469.7814303571774,0,2025-11-01,inc1,manual,0.14598263987767687
U2OS_P1,B06,U2OS,staurosporine,1.0,24,2022.9973463922036,0,2025-11-01,inc1,manual,0.20092953073988798
U2OS_P1,A07,U2OS,staurosporine,3.0,24,-213.5269425162578,0,2025-11-01,inc1,manual,0.0
U2OS_P1,B07,U2OS,staurosporine,3.0,24,60.9788182702938,0,2025-11-01,inc1,manual,0.006056580035546734
U2OS_P1,A08,U2OS,staurosporine,10.0,24,-370.8442719909824,0,2025-11-01,inc1,manual,0.0
U2OS_P1,B08,U2OS,staurosporine,10.0,24,-102.46120286610393,0,2025-11-01,inc1,manual,0.0
U2OS_P1,D01,U2OS,tunicamycin,0.0,24,9511.544039583563,0,2025-11-01,inc1,manual,0.9447121044887343
U2OS_P1,E01,U2OS,tunicamycin,0.0,24,10517.46258676892,0,2025-11-01,inc1,manual,1.0446226367536235
U2OS_P1,D02,U2OS,tunicamycin,0.001,24,10054.889096661627,0,2025-11-01,inc1,manual,0.9986785951236495
U2OS_P1,E02,U2OS,tunicamycin,0.001,24,9430.597297959685,0,2025-11-01,inc1,manual,0.9366722566666821
U2OS_P1,D03,U2OS,tunicamycin,0.01,24,9363.06895619789,0,2025-11-01,inc1,manual,0.9299651603642386
U2OS_P1,E03,U2OS,tunicamycin,0.01,24,10027.615420526761,0,2025-11-01,inc1,manual,0.9959697003457579
U2OS_P1,D04,U2OS,tunicamycin,0.1,24,8068.978618968478,0,2025-11-01,inc1,manual,0.8014326318079119
U2OS_P1,E04,U2OS,tunicamycin,0.1,24,8648.28078086718,0,2025-11-01,inc1,manual,0.8589704786837339
U2OS_P1,D05,U2OS,tunicamycin,0.3,24,6556.874789684523,0,2025-11-01,inc1,manual,0.6512464175798734
U2OS_P1,E05,U2OS,tunicamycin,0.3,24,5307.148273318858,0,2025-11-01,inc1,manual,0.5271202228844775
U2OS_P1,D06,U2OS,tunicamycin,1.0,24,1859.051043067541,0,2025-11-01,inc1,manual,0.18464594349133737
U2OS_P1,E06,U2OS,tunicamycin,1.0,24,1287.7969627178184,0,2025-11-01,inc1,manual,0.12790745369419704
U2OS_P1,D07,U2OS,tunicamycin,3.0,24,1061.1181960229833,0,2025-11-01,inc1,manual,0.10539310966803361
U2OS_P1,E07,U2OS,tunicamycin,3.0,24,520.7919171959023,0,2025-11-01,inc1,manual,0.05172645219822841
U2OS_P1,D08,U2OS,tunicamycin,10.0,24,89.40546059059572,0,2025-11-01,inc1,manual,0.008879990512142364
U2OS_P1,E08,U2OS,tunicamycin,10.0,24,-8.964308849465658,0,2025-11-01,inc1,manual,0.0
U2OS_P2,A09,U2OS,DMSO,0.0,24,10462.59467218563,1,2025-11-02,inc1,manual,1.058248237726179
U2OS_P2,A10,U2OS,DMSO,0.0,24,10008.12884051448,1,2025-11-02,inc1,manual,1.0122808959202971
U2OS_P2,A11,U2OS,DMSO,0.0,24,9850.287138272462,1,2025-11-02,inc1,manual,0.9963158596677341
U2OS_P2,A12,U2OS,DMSO,0.0,24,9411.777680378902,1,2025-11-02,inc1,manual,0.9519624391652859
U2OS_P2,B09,U2OS,DMSO,0.0,24,9092.26308443963,1,2025-11-02,inc1,manual,0.9196448574683269
U2OS_P2,B10,U2OS,DMSO,0.0,24,9686.450602255141,1,2025-11-02,inc1,manual,0.9797444707390953
U2OS_P2,B11,U2OS,DMSO,0.0,24,9902.713281382648,1,2025-11-02,inc1,manual,1.0016185475090804
U2OS_P2,B12,U2OS,DMSO,0.0,24,10813.56951358175,1,2025-11-02,inc1,manual,1.0937478933117164
U2OS_P2,C09,U2OS,DMSO,0.0,24,9994.741817528251,1,2025-11-02,inc1,manual,1.0109268538372906
U2OS_P2,C10,U2OS,DMSO,0.0,24,10420.974312303337,1,2025-11-02,inc1,manual,1.0540385102275063
U2OS_P2,C11,U2OS,DMSO,0.0,24,9679.956757522232,1,2025-11-02,inc1,manual,0.9790876451657088
U2OS_P2,C12,U2OS,DMSO,0.0,24,9337.132673583295,1,2025-11-02,inc1,manual,0.9444124050321173
U2OS_P2,D09,U2OS,DMSO,0.0,24,9447.046175675621,1,2025-11-02,inc1,manual,0.9555297017960585
U2OS_P2,D10,U2OS,DMSO,0.0,24,9566.991524523932,1,2025-11-02,inc1,manual,0.9676616784251082
U2OS_P2,D11,U2OS,DMSO,0.0,24,10993.83942300939,1,2025-11-02,inc1,manual,1.1119814500865013
U2OS_P2,D12,U2OS,DMSO,0.0,24,9518.911217179615,1,2025-11-02,inc1,manual,0.9627985539219941
U2OS_P2,A01,U2OS,staurosporine,0.0,24,10348.849158659981,0,2025-11-02,inc1,manual,1.046743348833008
U2OS_P2,B01,U2OS,staurosporine,0.0,24,9478.140967748293,0,2025-11-02,inc1,manual,0.9586748115842495
U2OS_P2,A02,U2OS,staurosporine,0.001,24,10378.21419289389,0,2025-11-02,inc1,manual,1.0497135007601794
U2OS_P2,B02,U2OS,staurosporine,0.001,24,10104.9031695097,0,2025-11-02,inc1,manual,1.022069219593829
U2OS_P2,A03,U2OS,staurosporine,0.01,24,9585.86823975032,0,2025-11-02,inc1,manual,0.9695709802042826
U2OS_P2,B03,U2OS,staurosporine,0.01,24,9643.805925511648,0,2025-11-02,inc1,manual,0.9754311378206197
U2OS_P2,A04,U2OS,staurosporine,0.1,24,6590.864052881272,0,2025-11-02,inc1,manual,0.6666386768854348
U2OS_P2,B04,U2OS,staurosporine,0.1,24,7141.294001337007,0,2025-11-02,inc1,manual,0.7223123927461402
U2OS_P2,A05,U2OS,staurosporine,0.3,24,3552.7555709832427,0,2025-11-02,inc1,manual,0.35934655215688316
U2OS_P2,B05,U2OS,staurosporine,0.3,24,3167.4444292700086,0,2025-11-02,inc1,manual,0.32037392161254113
U2OS_P2,A06,U2OS,staurosporine,1.0,24,618.1582769236926,0,2025-11-02,inc1,manual,0.0625241565487975
U2OS_P2,B06,U2OS,staurosporine,1.0,24,1343.421022944562,0,2025-11-02,inc1,manual,0.13588148777614806
U2OS_P2,A07,U2OS,staurosporine,3.0,24,1160.3081059794747,0,2025-11-02,inc1,manual,0.11736037253134583
U2OS_P2,B07,U2OS,staurosporine,3.0,24,450.75828456097645,0,2025-11-02,inc1,manual,0.04559233872886723
U2OS_P2,A08,U2OS,staurosporine,10.0,24,30.67490862186235,0,2025-11-02,inc1,manual,0.00310264031137471
U2OS_P2,B08,U2OS,staurosporine,10.0,24,232.9071414780751,0,2025-11-02,inc1,manual,0.02355759539058265
U2OS_P2,D01,U2OS,tunicamycin,0.0,24,10582.60542764522,0,2025-11-02,inc1,manual,1.0703868299638124
U2OS_P2,E01,U2OS,tunicamycin,0.0,24,10039.295807473736,0,2025-11-02,inc1,manual,1.0154333059001641
U2OS_P2,D02,U2OS,tunicamycin,0.001,24,9691.152221917158,0,2025-11-02,inc1,manual,0.9802200201489387
U2OS_P2,E02,U2OS,tunicamycin,0.001,24,10449.760192363972,0,2025-11-02,inc1,manual,1.0569500831021152
U2OS_P2,D03,U2OS,tunicamycin,0.01,24,9823.672951609975,0,2025-11-02,inc1,manual,0.9936239446106625
U2OS_P2,E03,U2OS,tunicamycin,0.01,24,10377.172728377163,0,2025-11-02,inc1,manual,1.0496081609258445
U2OS_P2,D04,U2OS,tunicamycin,0.1,24,7538.820636204809,0,2025-11-02,inc1,manual,0.7625205699697533
U2OS_P2,E04,U2OS,tunicamycin,0.1,24,6834.968901733605,0,2025-11-02,inc1,manual,0.6913288741273426
U2OS_P2,D05,U2OS,tunicamycin,0.3,24,4280.7226787730715,0,2025-11-02,inc1,manual,0.43297741840741333
U2OS_P2,E05,U2OS,tunicamycin,0.3,24,5790.266244511528,0,2025-11-02,inc1,manual,0.58566151525582
U2OS_P2,D06,U2OS,tunicamycin,1.0,24,3153.2800658051424,0,2025-11-02,inc1,manual,0.3189412547507486
U2OS_P2,E06,U2OS,tunicamycin,1.0,24,2201.6875987721933,0,2025-11-02,inc1,manual,0.22269160704641297
U2OS_P2,D07,U2OS,tunicamycin,3.0,24,711.097662776716,0,2025-11-02,inc1,manual,0.07192459156285597
U2OS_P2,E07,U2OS,tunicamycin,3.0,24,1633.413469465811,0,2025-11-02,inc1,manual,0.1652130259939912
U2OS_P2,D08,U2OS,tunicamycin,10.0,24,-264.31105781421564,0,2025-11-02,inc1,manual,0.0
U2OS_P2,E08,U2OS,tunicamycin,10.0,24,-158.15172627038487,0,2025-11-02,inc1,manual,0.0
sim_21776,sim_campaign,U2OS,staurosporine,1.0,24.0,1,0.07723289170630032,772.3289170630032,0.05,0.0,"['op_passage', 'op_feed']",0.5,2025-11-23T12:00:00,simulation
sim_32164,sim_campaign,U2OS,staurosporine,1.0,24.0,1,0.11112087514114714,1111.2087514114714,0.05,0.0,"['op_passage', 'op_feed']",0.5,2025-11-23T12:00:00,simulation
sim_18560,sim_campaign,U2OS,staurosporine,1.0,24.0,1,0.07647777562824874,764.7777562824874,0.05,0.0,"['op_passage', 'op_feed']",0.5,2025-11-23T12:00:00,simulation
sim_71562,sim_campaign,U2OS,staurosporine,1.0,24.0,1,0.08092416814401021,809.2416814401021,0.05,0.0,"['op_passage', 'op_feed']",0.5,2025-11-23T12:00:00,simulation
sim_68971,sim_campaign,U2OS,staurosporine,0.001,24.0,1,1.0636196578132582,10636.196578132582,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_48224,sim_campaign,U2OS,staurosporine,0.0012067926406393288,24.0,1,0.9930772203830578,9930.772203830578,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_38822,sim_campaign,U2OS,staurosporine,0.0014563484775012444,24.0,1,1.00863049588174,10086.3049588174,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_71713,sim_campaign,U2OS,staurosporine,0.0017575106248547913,24.0,1,1.0785512753247204,10785.512753247203,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_47519,sim_campaign,U2OS,staurosporine,0.0021209508879201904,24.0,1,0.9989356434566542,9989.356434566542,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_28147,sim_campaign,U2OS,staurosporine,0.002559547922699536,24.0,1,1.0765841771760178,10765.841771760179,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_51420,sim_campaign,U2OS,staurosporine,0.0030888435964774815,24.0,1,1.0599970424903182,10599.970424903182,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_50457,sim_campaign,U2OS,staurosporine,0.003727593720314938,24.0,1,1.0587371501420844,10587.371501420843,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_72224,sim_campaign,U2OS,staurosporine,10.0,24.0,1,0.0,0.0,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_64685,sim_campaign,U2OS,staurosporine,8.286427728546842,24.0,1,0.0,0.0,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_54174,sim_campaign,U2OS,staurosporine,6.866488450042998,24.0,1,0.08967540265947477,896.7540265947476,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_90049,sim_campaign,U2OS,staurosporine,5.689866029018293,24.0,1,0.0003975895564882916,3.975895564882916,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_59083,sim_campaign,U2OS,staurosporine,4.714866363457389,24.0,1,0.06832163457822595,683.2163457822595,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_93081,sim_campaign,U2OS,staurosporine,0.09102981779915217,24.0,1,0.7112881298484546,7112.881298484545,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
sim_42502,sim_campaign,U2OS,staurosporine,0.07543120063354615,24.0,1,0.8131452180156071,8131.452180156071,0.05,0.0,"['op_passage', 'op_feed', 'op_transduce', 'op_stain', 'op_image']",0.5,2025-11-23T12:00:00,simulation
